Date,Start,Visitor,PTS,Home,PTS,,,Notes
Mon Oct 31 2016,10:30 pm,Phoenix Suns,98,Los Angeles Clippers,116,Box Score,,
Mon Oct 31 2016,7:30 pm,Denver Nuggets,102,Toronto Raptors,105,Box Score,,
Thu Jun 2 2016,9:00 pm,Cleveland Cavaliers,89,Golden State Warriors,104,Box Score,,
Sun Jun 5 2016,8:00 pm,Cleveland Cavaliers,77,Golden State Warriors,110,Box Score,,
Wed Jun 8 2016,9:00 pm,Golden State Warriors,90,Cleveland Cavaliers,120,Box Score,,
Fri Jun 10 2016,9:00 pm,Golden State Warriors,108,Cleveland Cavaliers,97,Box Score,,
Mon Jun 13 2016,9:00 pm,Cleveland Cavaliers,112,Golden State Warriors,97,Box Score,,
Thu Jun 16 2016,9:00 pm,Golden State Warriors,101,Cleveland Cavaliers,115,Box Score,,
Sun Jun 19 2016,8:00 pm,Cleveland Cavaliers,93,Golden State Warriors,89,Box Score,,
Sun May 1 2016,3:30 pm,Portland Trail Blazers,106,Golden State Warriors,118,Box Score,,
Sun May 1 2016,1:00 pm,Charlotte Hornets,73,Miami Heat,106,Box Score,,
Sun May 1 2016,8:00 pm,Indiana Pacers,84,Toronto Raptors,89,Box Score,,
Mon May 2 2016,7:00 pm,Atlanta Hawks,93,Cleveland Cavaliers,104,Box Score,,
Mon May 2 2016,9:30 pm,Oklahoma City Thunder,98,San Antonio Spurs,97,Box Score,,
Tue May 3 2016,10:30 pm,Portland Trail Blazers,99,Golden State Warriors,110,Box Score,,
Tue May 3 2016,8:00 pm,Miami Heat,102,Toronto Raptors,96,Box Score,OT,
Wed May 4 2016,8:00 pm,Atlanta Hawks,98,Cleveland Cavaliers,123,Box Score,,
Thu May 5 2016,8:00 pm,Miami Heat,92,Toronto Raptors,96,Box Score,OT,
Fri May 6 2016,7:00 pm,Cleveland Cavaliers,121,Atlanta Hawks,108,Box Score,,
Fri May 6 2016,9:30 pm,San Antonio Spurs,100,Oklahoma City Thunder,96,Box Score,,
Sat May 7 2016,5:00 pm,Toronto Raptors,95,Miami Heat,91,Box Score,,
Sat May 7 2016,8:30 pm,Golden State Warriors,108,Portland Trail Blazers,120,Box Score,,
Sun May 8 2016,3:30 pm,Cleveland Cavaliers,100,Atlanta Hawks,99,Box Score,,
Sun May 8 2016,8:00 pm,San Antonio Spurs,97,Oklahoma City Thunder,111,Box Score,,
Mon May 9 2016,8:00 pm,Toronto Raptors,87,Miami Heat,94,Box Score,OT,
Mon May 9 2016,10:30 pm,Golden State Warriors,132,Portland Trail Blazers,125,Box Score,OT,
Tue May 10 2016,8:00 pm,Oklahoma City Thunder,95,San Antonio Spurs,91,Box Score,,
Wed May 11 2016,10:30 pm,Portland Trail Blazers,121,Golden State Warriors,125,Box Score,,
Wed May 11 2016,8:00 pm,Miami Heat,91,Toronto Raptors,99,Box Score,,
Thu May 12 2016,8:30 pm,San Antonio Spurs,99,Oklahoma City Thunder,113,Box Score,,
Fri May 13 2016,8:00 pm,Toronto Raptors,91,Miami Heat,103,Box Score,,
Sun May 15 2016,3:30 pm,Miami Heat,89,Toronto Raptors,116,Box Score,,
Mon May 16 2016,9:00 pm,Oklahoma City Thunder,108,Golden State Warriors,102,Box Score,,
Tue May 17 2016,8:30 pm,Toronto Raptors,84,Cleveland Cavaliers,115,Box Score,,
Wed May 18 2016,9:00 pm,Oklahoma City Thunder,91,Golden State Warriors,118,Box Score,,
Thu May 19 2016,8:30 pm,Toronto Raptors,89,Cleveland Cavaliers,108,Box Score,,
Sat May 21 2016,8:30 pm,Cleveland Cavaliers,84,Toronto Raptors,99,Box Score,,
Sun May 22 2016,8:00 pm,Golden State Warriors,105,Oklahoma City Thunder,133,Box Score,,
Mon May 23 2016,8:30 pm,Cleveland Cavaliers,99,Toronto Raptors,105,Box Score,,
Tue May 24 2016,9:00 pm,Golden State Warriors,94,Oklahoma City Thunder,118,Box Score,,
Wed May 25 2016,8:30 pm,Toronto Raptors,78,Cleveland Cavaliers,116,Box Score,,
Thu May 26 2016,9:00 pm,Oklahoma City Thunder,111,Golden State Warriors,120,Box Score,,
Fri May 27 2016,8:30 pm,Cleveland Cavaliers,113,Toronto Raptors,87,Box Score,,
Sat May 28 2016,9:00 pm,Golden State Warriors,108,Oklahoma City Thunder,101,Box Score,,
Mon May 30 2016,9:00 pm,Oklahoma City Thunder,88,Golden State Warriors,96,Box Score,,
Fri Apr 1 2016,8:00 pm,Cleveland Cavaliers,110,Atlanta Hawks,108,Box Score,OT,
Fri Apr 1 2016,7:00 pm,Philadelphia 76ers,91,Charlotte Hornets,100,Box Score,,
Fri Apr 1 2016,7:30 pm,Dallas Mavericks,98,Detroit Pistons,89,Box Score,,
Fri Apr 1 2016,10:30 pm,Boston Celtics,109,Golden State Warriors,106,Box Score,,
Fri Apr 1 2016,8:00 pm,Toronto Raptors,99,Memphis Grizzlies,95,Box Score,,
Fri Apr 1 2016,8:00 pm,Orlando Magic,110,Milwaukee Bucks,113,Box Score,,
Fri Apr 1 2016,7:30 pm,Brooklyn Nets,91,New York Knicks,105,Box Score,,
Fri Apr 1 2016,10:30 pm,Washington Wizards,106,Phoenix Suns,99,Box Score,,
Fri Apr 1 2016,10:00 pm,Miami Heat,112,Sacramento Kings,106,Box Score,,
Fri Apr 1 2016,9:00 pm,Minnesota Timberwolves,85,Utah Jazz,98,Box Score,,
Sat Apr 2 2016,8:00 pm,Detroit Pistons,94,Chicago Bulls,90,Box Score,,
Sat Apr 2 2016,9:00 pm,Sacramento Kings,115,Denver Nuggets,106,Box Score,,
Sat Apr 2 2016,7:30 pm,Indiana Pacers,115,Philadelphia 76ers,102,Box Score,,
Sat Apr 2 2016,10:00 pm,Miami Heat,93,Portland Trail Blazers,110,Box Score,,
Sat Apr 2 2016,8:30 pm,Toronto Raptors,95,San Antonio Spurs,102,Box Score,,
Sun Apr 3 2016,1:00 pm,New Orleans Pelicans,106,Brooklyn Nets,87,Box Score,,
Sun Apr 3 2016,3:30 pm,Charlotte Hornets,103,Cleveland Cavaliers,112,Box Score,,
Sun Apr 3 2016,8:00 pm,Portland Trail Blazers,111,Golden State Warriors,136,Box Score,,
Sun Apr 3 2016,3:30 pm,Oklahoma City Thunder,110,Houston Rockets,118,Box Score,,
Sun Apr 3 2016,3:30 pm,Washington Wizards,109,Los Angeles Clippers,114,Box Score,,
Sun Apr 3 2016,9:30 pm,Boston Celtics,107,Los Angeles Lakers,100,Box Score,,
Sun Apr 3 2016,7:00 pm,Chicago Bulls,102,Milwaukee Bucks,98,Box Score,,
Sun Apr 3 2016,3:30 pm,Dallas Mavericks,88,Minnesota Timberwolves,78,Box Score,,
Sun Apr 3 2016,7:30 pm,Indiana Pacers,92,New York Knicks,87,Box Score,,
Sun Apr 3 2016,6:00 pm,Memphis Grizzlies,107,Orlando Magic,119,Box Score,,
Sun Apr 3 2016,6:00 pm,Utah Jazz,101,Phoenix Suns,86,Box Score,,
Tue Apr 5 2016,8:00 pm,Phoenix Suns,90,Atlanta Hawks,103,Box Score,,
Tue Apr 5 2016,9:00 pm,Oklahoma City Thunder,124,Denver Nuggets,102,Box Score,,
Tue Apr 5 2016,10:30 pm,Minnesota Timberwolves,124,Golden State Warriors,117,Box Score,OT,
Tue Apr 5 2016,10:30 pm,Los Angeles Lakers,81,Los Angeles Clippers,103,Box Score,,
Tue Apr 5 2016,8:00 pm,Chicago Bulls,92,Memphis Grizzlies,108,Box Score,,
Tue Apr 5 2016,8:00 pm,Detroit Pistons,89,Miami Heat,107,Box Score,,
Tue Apr 5 2016,8:00 pm,Cleveland Cavaliers,109,Milwaukee Bucks,80,Box Score,,
Tue Apr 5 2016,7:00 pm,New Orleans Pelicans,93,Philadelphia 76ers,107,Box Score,,
Tue Apr 5 2016,10:00 pm,Portland Trail Blazers,115,Sacramento Kings,107,Box Score,,
Tue Apr 5 2016,7:30 pm,Charlotte Hornets,90,Toronto Raptors,96,Box Score,,
Tue Apr 5 2016,9:00 pm,San Antonio Spurs,88,Utah Jazz,86,Box Score,,
Wed Apr 6 2016,7:30 pm,New Orleans Pelicans,97,Boston Celtics,104,Box Score,,
Wed Apr 6 2016,9:30 pm,Houston Rockets,86,Dallas Mavericks,88,Box Score,,
Wed Apr 6 2016,7:00 pm,Cleveland Cavaliers,109,Indiana Pacers,123,Box Score,,
Wed Apr 6 2016,10:30 pm,Los Angeles Clippers,91,Los Angeles Lakers,81,Box Score,,
Wed Apr 6 2016,7:30 pm,Charlotte Hornets,111,New York Knicks,97,Box Score,,
Wed Apr 6 2016,7:00 pm,Detroit Pistons,108,Orlando Magic,104,Box Score,,
Wed Apr 6 2016,10:00 pm,Oklahoma City Thunder,115,Portland Trail Blazers,120,Box Score,,
Wed Apr 6 2016,7:00 pm,Brooklyn Nets,103,Washington Wizards,121,Box Score,,
Thu Apr 7 2016,8:00 pm,Toronto Raptors,87,Atlanta Hawks,95,Box Score,,
Thu Apr 7 2016,10:30 pm,San Antonio Spurs,101,Golden State Warriors,112,Box Score,,
Thu Apr 7 2016,8:00 pm,Phoenix Suns,124,Houston Rockets,115,Box Score,,
Thu Apr 7 2016,8:00 pm,Chicago Bulls,98,Miami Heat,106,Box Score,,
Thu Apr 7 2016,10:00 pm,Minnesota Timberwolves,105,Sacramento Kings,97,Box Score,,
Fri Apr 8 2016,7:30 pm,Milwaukee Bucks,109,Boston Celtics,124,Box Score,,
Fri Apr 8 2016,7:00 pm,Brooklyn Nets,99,Charlotte Hornets,113,Box Score,,
Fri Apr 8 2016,8:30 pm,Memphis Grizzlies,93,Dallas Mavericks,103,Box Score,,
Fri Apr 8 2016,9:00 pm,San Antonio Spurs,98,Denver Nuggets,102,Box Score,,
Fri Apr 8 2016,7:30 pm,Washington Wizards,99,Detroit Pistons,112,Box Score,,
Fri Apr 8 2016,8:00 pm,Los Angeles Lakers,102,New Orleans Pelicans,110,Box Score,,
Fri Apr 8 2016,7:00 pm,Miami Heat,109,Orlando Magic,112,Box Score,,
Fri Apr 8 2016,7:00 pm,New York Knicks,109,Philadelphia 76ers,102,Box Score,,
Fri Apr 8 2016,7:30 pm,Indiana Pacers,98,Toronto Raptors,111,Box Score,,
Fri Apr 8 2016,9:00 pm,Los Angeles Clippers,102,Utah Jazz,99,Box Score,OT,
Sat Apr 9 2016,7:30 pm,Boston Celtics,107,Atlanta Hawks,118,Box Score,,
Sat Apr 9 2016,8:30 pm,Cleveland Cavaliers,102,Chicago Bulls,105,Box Score,,
Sat Apr 9 2016,8:00 pm,Golden State Warriors,100,Memphis Grizzlies,99,Box Score,,
Sat Apr 9 2016,7:00 pm,Phoenix Suns,121,New Orleans Pelicans,100,Box Score,,
Sat Apr 9 2016,10:30 pm,Minnesota Timberwolves,106,Portland Trail Blazers,105,Box Score,,
Sat Apr 9 2016,10:30 pm,Oklahoma City Thunder,112,Sacramento Kings,114,Box Score,,
Sun Apr 10 2016,5:00 pm,Utah Jazz,100,Denver Nuggets,84,Box Score,,
Sun Apr 10 2016,3:30 pm,Los Angeles Lakers,110,Houston Rockets,130,Box Score,,
Sun Apr 10 2016,6:00 pm,Brooklyn Nets,105,Indiana Pacers,129,Box Score,,
Sun Apr 10 2016,3:30 pm,Dallas Mavericks,91,Los Angeles Clippers,98,Box Score,,
Sun Apr 10 2016,6:00 pm,Orlando Magic,96,Miami Heat,118,Box Score,,
Sun Apr 10 2016,7:30 pm,Toronto Raptors,93,New York Knicks,89,Box Score,,
Sun Apr 10 2016,5:00 pm,Milwaukee Bucks,109,Philadelphia 76ers,108,Box Score,OT,
Sun Apr 10 2016,7:00 pm,Golden State Warriors,92,San Antonio Spurs,86,Box Score,,
Sun Apr 10 2016,12:00 pm,Charlotte Hornets,98,Washington Wizards,113,Box Score,,
Mon Apr 11 2016,7:30 pm,Charlotte Hornets,114,Boston Celtics,100,Box Score,,
Mon Apr 11 2016,7:30 pm,Washington Wizards,120,Brooklyn Nets,111,Box Score,,
Mon Apr 11 2016,7:00 pm,Atlanta Hawks,94,Cleveland Cavaliers,109,Box Score,,
Mon Apr 11 2016,8:00 pm,Houston Rockets,129,Minnesota Timberwolves,105,Box Score,,
Mon Apr 11 2016,8:00 pm,Chicago Bulls,121,New Orleans Pelicans,116,Box Score,,
Mon Apr 11 2016,8:00 pm,Los Angeles Lakers,79,Oklahoma City Thunder,112,Box Score,,
Mon Apr 11 2016,7:00 pm,Milwaukee Bucks,98,Orlando Magic,107,Box Score,,
Mon Apr 11 2016,10:00 pm,Sacramento Kings,105,Phoenix Suns,101,Box Score,,
Mon Apr 11 2016,9:00 pm,Dallas Mavericks,101,Utah Jazz,92,Box Score,,
Tue Apr 12 2016,7:30 pm,Miami Heat,99,Detroit Pistons,93,Box Score,,
Tue Apr 12 2016,7:00 pm,New York Knicks,90,Indiana Pacers,102,Box Score,,
Tue Apr 12 2016,10:30 pm,Memphis Grizzlies,84,Los Angeles Clippers,110,Box Score,,
Tue Apr 12 2016,8:00 pm,Oklahoma City Thunder,98,San Antonio Spurs,102,Box Score,OT,
Tue Apr 12 2016,7:30 pm,Philadelphia 76ers,98,Toronto Raptors,122,Box Score,,
Wed Apr 13 2016,8:00 pm,Miami Heat,88,Boston Celtics,98,Box Score,,
Wed Apr 13 2016,8:00 pm,Toronto Raptors,103,Brooklyn Nets,96,Box Score,,
Wed Apr 13 2016,8:00 pm,Philadelphia 76ers,105,Chicago Bulls,115,Box Score,,
Wed Apr 13 2016,8:00 pm,Orlando Magic,103,Charlotte Hornets,117,Box Score,,
Wed Apr 13 2016,8:00 pm,Detroit Pistons,112,Cleveland Cavaliers,110,Box Score,OT,
Wed Apr 13 2016,8:00 pm,San Antonio Spurs,96,Dallas Mavericks,91,Box Score,,
Wed Apr 13 2016,10:30 pm,Memphis Grizzlies,104,Golden State Warriors,125,Box Score,,
Wed Apr 13 2016,8:00 pm,Sacramento Kings,81,Houston Rockets,116,Box Score,,
Wed Apr 13 2016,10:30 pm,Utah Jazz,96,Los Angeles Lakers,101,Box Score,,
Wed Apr 13 2016,8:00 pm,Indiana Pacers,97,Milwaukee Bucks,92,Box Score,,
Wed Apr 13 2016,8:00 pm,New Orleans Pelicans,109,Minnesota Timberwolves,144,Box Score,,
Wed Apr 13 2016,10:30 pm,Los Angeles Clippers,105,Phoenix Suns,114,Box Score,,
Wed Apr 13 2016,10:30 pm,Denver Nuggets,99,Portland Trail Blazers,107,Box Score,,
Wed Apr 13 2016,8:00 pm,Atlanta Hawks,98,Washington Wizards,109,Box Score,,
Sat Apr 16 2016,7:00 pm,Boston Celtics,101,Atlanta Hawks,102,Box Score,,
Sat Apr 16 2016,3:30 pm,Houston Rockets,78,Golden State Warriors,104,Box Score,,
Sat Apr 16 2016,9:30 pm,Dallas Mavericks,70,Oklahoma City Thunder,108,Box Score,,
Sat Apr 16 2016,12:30 pm,Indiana Pacers,100,Toronto Raptors,90,Box Score,,
Sun Apr 17 2016,3:00 pm,Detroit Pistons,101,Cleveland Cavaliers,106,Box Score,,
Sun Apr 17 2016,10:30 pm,Portland Trail Blazers,95,Los Angeles Clippers,115,Box Score,,
Sun Apr 17 2016,5:30 pm,Charlotte Hornets,91,Miami Heat,123,Box Score,,
Sun Apr 17 2016,8:00 pm,Memphis Grizzlies,74,San Antonio Spurs,106,Box Score,,
Mon Apr 18 2016,10:30 pm,Houston Rockets,106,Golden State Warriors,115,Box Score,,
Mon Apr 18 2016,8:00 pm,Dallas Mavericks,85,Oklahoma City Thunder,84,Box Score,,
Mon Apr 18 2016,7:00 pm,Indiana Pacers,87,Toronto Raptors,98,Box Score,,
Tue Apr 19 2016,7:00 pm,Boston Celtics,72,Atlanta Hawks,89,Box Score,,
Tue Apr 19 2016,9:30 pm,Memphis Grizzlies,68,San Antonio Spurs,94,Box Score,,
Wed Apr 20 2016,8:00 pm,Detroit Pistons,90,Cleveland Cavaliers,107,Box Score,,
Wed Apr 20 2016,10:30 pm,Portland Trail Blazers,81,Los Angeles Clippers,102,Box Score,,
Wed Apr 20 2016,7:00 pm,Charlotte Hornets,103,Miami Heat,115,Box Score,,
Thu Apr 21 2016,7:00 pm,Oklahoma City Thunder,131,Dallas Mavericks,102,Box Score,,
Thu Apr 21 2016,9:30 pm,Golden State Warriors,96,Houston Rockets,97,Box Score,,
Thu Apr 21 2016,7:30 pm,Toronto Raptors,101,Indiana Pacers,85,Box Score,,
Fri Apr 22 2016,8:00 pm,Atlanta Hawks,103,Boston Celtics,111,Box Score,,
Fri Apr 22 2016,7:00 pm,Cleveland Cavaliers,101,Detroit Pistons,91,Box Score,,
Fri Apr 22 2016,9:30 pm,San Antonio Spurs,96,Memphis Grizzlies,87,Box Score,,
Sat Apr 23 2016,5:30 pm,Miami Heat,80,Charlotte Hornets,96,Box Score,,
Sat Apr 23 2016,8:00 pm,Oklahoma City Thunder,119,Dallas Mavericks,108,Box Score,,
Sat Apr 23 2016,3:00 pm,Toronto Raptors,83,Indiana Pacers,100,Box Score,,
Sat Apr 23 2016,10:30 pm,Los Angeles Clippers,88,Portland Trail Blazers,96,Box Score,,
Sun Apr 24 2016,6:00 pm,Atlanta Hawks,95,Boston Celtics,104,Box Score,OT,
Sun Apr 24 2016,8:30 pm,Cleveland Cavaliers,100,Detroit Pistons,98,Box Score,,
Sun Apr 24 2016,3:30 pm,Golden State Warriors,121,Houston Rockets,94,Box Score,,
Sun Apr 24 2016,1:00 pm,San Antonio Spurs,116,Memphis Grizzlies,95,Box Score,,
Mon Apr 25 2016,7:00 pm,Miami Heat,85,Charlotte Hornets,89,Box Score,,
Mon Apr 25 2016,8:00 pm,Dallas Mavericks,104,Oklahoma City Thunder,118,Box Score,,
Mon Apr 25 2016,10:30 pm,Los Angeles Clippers,84,Portland Trail Blazers,98,Box Score,,
Tue Apr 26 2016,8:30 pm,Boston Celtics,83,Atlanta Hawks,110,Box Score,,
Tue Apr 26 2016,6:00 pm,Indiana Pacers,99,Toronto Raptors,102,Box Score,,
Wed Apr 27 2016,10:30 pm,Houston Rockets,81,Golden State Warriors,114,Box Score,,
Wed Apr 27 2016,10:00 pm,Portland Trail Blazers,108,Los Angeles Clippers,98,Box Score,,
Wed Apr 27 2016,8:00 pm,Charlotte Hornets,90,Miami Heat,88,Box Score,,
Thu Apr 28 2016,8:00 pm,Atlanta Hawks,104,Boston Celtics,92,Box Score,,
Fri Apr 29 2016,8:00 pm,Miami Heat,97,Charlotte Hornets,90,Box Score,,
Fri Apr 29 2016,7:30 pm,Toronto Raptors,83,Indiana Pacers,101,Box Score,,
Fri Apr 29 2016,10:30 pm,Los Angeles Clippers,103,Portland Trail Blazers,106,Box Score,,
Sat Apr 30 2016,8:30 pm,Oklahoma City Thunder,92,San Antonio Spurs,124,Box Score,,
Tue Mar 1 2016,7:00 pm,Phoenix Suns,92,Charlotte Hornets,126,Box Score,,
Tue Mar 1 2016,8:30 pm,Orlando Magic,108,Dallas Mavericks,121,Box Score,,
Tue Mar 1 2016,10:30 pm,Atlanta Hawks,105,Golden State Warriors,109,Box Score,OT,
Tue Mar 1 2016,10:30 pm,Brooklyn Nets,101,Los Angeles Lakers,107,Box Score,,
Tue Mar 1 2016,7:30 pm,Chicago Bulls,111,Miami Heat,129,Box Score,,
Tue Mar 1 2016,7:30 pm,Portland Trail Blazers,104,New York Knicks,85,Box Score,,
Wed Mar 2 2016,7:30 pm,Portland Trail Blazers,93,Boston Celtics,116,Box Score,,
Wed Mar 2 2016,9:00 pm,Los Angeles Lakers,107,Denver Nuggets,117,Box Score,,
Wed Mar 2 2016,8:00 pm,New Orleans Pelicans,95,Houston Rockets,100,Box Score,,
Wed Mar 2 2016,10:30 pm,Oklahoma City Thunder,98,Los Angeles Clippers,103,Box Score,,
Wed Mar 2 2016,8:00 pm,Sacramento Kings,98,Memphis Grizzlies,104,Box Score,,
Wed Mar 2 2016,8:00 pm,Indiana Pacers,104,Milwaukee Bucks,99,Box Score,,
Wed Mar 2 2016,8:00 pm,Washington Wizards,104,Minnesota Timberwolves,98,Box Score,,
Wed Mar 2 2016,7:00 pm,Chicago Bulls,89,Orlando Magic,102,Box Score,,
Wed Mar 2 2016,7:00 pm,Charlotte Hornets,119,Philadelphia 76ers,99,Box Score,,
Wed Mar 2 2016,8:00 pm,Detroit Pistons,81,San Antonio Spurs,97,Box Score,,
Wed Mar 2 2016,7:30 pm,Utah Jazz,94,Toronto Raptors,104,Box Score,,
Thu Mar 3 2016,8:30 pm,Sacramento Kings,104,Dallas Mavericks,101,Box Score,,
Thu Mar 3 2016,10:30 pm,Oklahoma City Thunder,106,Golden State Warriors,121,Box Score,,
Thu Mar 3 2016,7:30 pm,Phoenix Suns,92,Miami Heat,108,Box Score,,
Thu Mar 3 2016,8:00 pm,San Antonio Spurs,94,New Orleans Pelicans,86,Box Score,,
Fri Mar 4 2016,7:30 pm,New York Knicks,104,Boston Celtics,105,Box Score,,
Fri Mar 4 2016,7:00 pm,Indiana Pacers,101,Charlotte Hornets,108,Box Score,,
Fri Mar 4 2016,8:00 pm,Washington Wizards,83,Cleveland Cavaliers,108,Box Score,,
Fri Mar 4 2016,9:00 pm,Brooklyn Nets,121,Denver Nuggets,120,Box Score,OT,
Fri Mar 4 2016,10:30 pm,Atlanta Hawks,106,Los Angeles Lakers,77,Box Score,,
Fri Mar 4 2016,8:00 pm,Utah Jazz,88,Memphis Grizzlies,94,Box Score,,
Fri Mar 4 2016,8:00 pm,Minnesota Timberwolves,101,Milwaukee Bucks,116,Box Score,,
Fri Mar 4 2016,7:00 pm,Phoenix Suns,102,Orlando Magic,84,Box Score,,
Fri Mar 4 2016,7:00 pm,Miami Heat,112,Philadelphia 76ers,102,Box Score,,
Fri Mar 4 2016,7:30 pm,Portland Trail Blazers,115,Toronto Raptors,117,Box Score,,
Sat Mar 5 2016,8:30 pm,Houston Rockets,100,Chicago Bulls,108,Box Score,,
Sat Mar 5 2016,7:00 pm,Boston Celtics,103,Cleveland Cavaliers,120,Box Score,,
Sat Mar 5 2016,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,97,Box Score,,
Sat Mar 5 2016,8:00 pm,Brooklyn Nets,118,Minnesota Timberwolves,132,Box Score,,
Sat Mar 5 2016,7:00 pm,Utah Jazz,106,New Orleans Pelicans,94,Box Score,,
Sat Mar 5 2016,7:00 pm,Detroit Pistons,89,New York Knicks,102,Box Score,,
Sat Mar 5 2016,8:30 pm,Sacramento Kings,94,San Antonio Spurs,104,Box Score,,
Sat Mar 5 2016,7:00 pm,Indiana Pacers,100,Washington Wizards,99,Box Score,,
Sun Mar 6 2016,5:00 pm,Dallas Mavericks,114,Denver Nuggets,116,Box Score,OT,
Sun Mar 6 2016,6:00 pm,Portland Trail Blazers,103,Detroit Pistons,123,Box Score,,
Sun Mar 6 2016,3:30 pm,Golden State Warriors,95,Los Angeles Lakers,112,Box Score,,
Sun Mar 6 2016,4:00 pm,Phoenix Suns,109,Memphis Grizzlies,100,Box Score,,
Sun Mar 6 2016,6:00 pm,Philadelphia 76ers,98,Miami Heat,103,Box Score,,
Sun Mar 6 2016,3:30 pm,Oklahoma City Thunder,104,Milwaukee Bucks,96,Box Score,,
Sun Mar 6 2016,6:30 pm,Houston Rockets,113,Toronto Raptors,107,Box Score,,
Mon Mar 7 2016,8:00 pm,Milwaukee Bucks,90,Chicago Bulls,100,Box Score,,
Mon Mar 7 2016,7:00 pm,Minnesota Timberwolves,103,Charlotte Hornets,108,Box Score,,
Mon Mar 7 2016,7:00 pm,Memphis Grizzlies,106,Cleveland Cavaliers,103,Box Score,,
Mon Mar 7 2016,8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,90,Box Score,,
Mon Mar 7 2016,10:30 pm,Orlando Magic,113,Golden State Warriors,119,Box Score,,
Mon Mar 7 2016,7:00 pm,San Antonio Spurs,91,Indiana Pacers,99,Box Score,,
Mon Mar 7 2016,8:00 pm,Sacramento Kings,112,New Orleans Pelicans,115,Box Score,,
Tue Mar 8 2016,9:00 pm,New York Knicks,94,Denver Nuggets,110,Box Score,,
Tue Mar 8 2016,10:30 pm,Orlando Magic,98,Los Angeles Lakers,107,Box Score,,
Tue Mar 8 2016,8:00 pm,San Antonio Spurs,116,Minnesota Timberwolves,91,Box Score,,
Tue Mar 8 2016,10:00 pm,Washington Wizards,109,Portland Trail Blazers,116,Box Score,OT,
Tue Mar 8 2016,7:30 pm,Brooklyn Nets,99,Toronto Raptors,104,Box Score,,
Tue Mar 8 2016,9:00 pm,Atlanta Hawks,91,Utah Jazz,84,Box Score,,
Wed Mar 9 2016,7:00 pm,Memphis Grizzlies,96,Boston Celtics,116,Box Score,,
Wed Mar 9 2016,7:00 pm,New Orleans Pelicans,113,Charlotte Hornets,122,Box Score,,
Wed Mar 9 2016,8:30 pm,Detroit Pistons,102,Dallas Mavericks,96,Box Score,,
Wed Mar 9 2016,10:30 pm,Utah Jazz,94,Golden State Warriors,115,Box Score,,
Wed Mar 9 2016,8:00 pm,Miami Heat,108,Milwaukee Bucks,114,Box Score,,
Wed Mar 9 2016,9:30 pm,Los Angeles Clippers,108,Oklahoma City Thunder,120,Box Score,,
Wed Mar 9 2016,7:00 pm,Houston Rockets,118,Philadelphia 76ers,104,Box Score,,
Wed Mar 9 2016,9:00 pm,New York Knicks,128,Phoenix Suns,97,Box Score,,
Wed Mar 9 2016,10:00 pm,Cleveland Cavaliers,120,Sacramento Kings,111,Box Score,,
Thu Mar 10 2016,9:00 pm,Phoenix Suns,98,Denver Nuggets,116,Box Score,,
Thu Mar 10 2016,10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,108,Box Score,,
Thu Mar 10 2016,8:00 pm,Chicago Bulls,101,San Antonio Spurs,109,Box Score,,
Thu Mar 10 2016,7:30 pm,Atlanta Hawks,96,Toronto Raptors,104,Box Score,,
Fri Mar 11 2016,7:30 pm,Houston Rockets,102,Boston Celtics,98,Box Score,,
Fri Mar 11 2016,8:00 pm,Miami Heat,118,Chicago Bulls,96,Box Score,,
Fri Mar 11 2016,7:00 pm,Detroit Pistons,103,Charlotte Hornets,118,Box Score,,
Fri Mar 11 2016,10:30 pm,Portland Trail Blazers,112,Golden State Warriors,128,Box Score,,
Fri Mar 11 2016,10:30 pm,New York Knicks,94,Los Angeles Clippers,101,Box Score,,
Fri Mar 11 2016,8:00 pm,New Orleans Pelicans,114,Memphis Grizzlies,121,Box Score,OT,
Fri Mar 11 2016,8:00 pm,Minnesota Timberwolves,99,Oklahoma City Thunder,96,Box Score,,
Fri Mar 11 2016,7:00 pm,Brooklyn Nets,89,Philadelphia 76ers,95,Box Score,,
Fri Mar 11 2016,10:00 pm,Orlando Magic,107,Sacramento Kings,100,Box Score,,
Fri Mar 11 2016,9:00 pm,Washington Wizards,93,Utah Jazz,114,Box Score,,
Sat Mar 12 2016,7:30 pm,Memphis Grizzlies,83,Atlanta Hawks,95,Box Score,,
Sat Mar 12 2016,7:00 pm,Houston Rockets,109,Charlotte Hornets,125,Box Score,,
Sat Mar 12 2016,2:00 pm,Indiana Pacers,112,Dallas Mavericks,105,Box Score,,
Sat Mar 12 2016,9:30 pm,Washington Wizards,100,Denver Nuggets,116,Box Score,,
Sat Mar 12 2016,10:30 pm,Phoenix Suns,116,Golden State Warriors,123,Box Score,,
Sat Mar 12 2016,7:30 pm,New Orleans Pelicans,92,Milwaukee Bucks,103,Box Score,,
Sat Mar 12 2016,7:00 pm,Detroit Pistons,125,Philadelphia 76ers,111,Box Score,,
Sat Mar 12 2016,10:30 pm,Orlando Magic,84,Portland Trail Blazers,121,Box Score,,
Sat Mar 12 2016,8:30 pm,Oklahoma City Thunder,85,San Antonio Spurs,93,Box Score,,
Sat Mar 12 2016,7:00 pm,Miami Heat,104,Toronto Raptors,112,Box Score,OT,
